,Image,Category,Activity,Train
4998,081574538.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
4999,059731238.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5000,039363552.jpg,,,0.0
5001,047343566.jpg,,,0.0
5002,085454739.jpg,,,0.0
5003,034000439.jpg,,,0.0
5004,086964968.jpg,,,0.0
5005,008813443.jpg,,,0.0
5006,077679844.jpg,,,0.0
5007,084754763.jpg,,,0.0
5008,018181765.jpg,,,0.0
5009,043034653.jpg,,,0.0
5010,016549977.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5011,070660413.jpg,fishing and hunting,"fishing, general",1.0
5012,053534777.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5013,063532335.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5014,019648697.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5015,021174586.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5016,004149733.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5017,032206754.jpg,fishing and hunting,"fishing, general",1.0
5018,055974466.jpg,fishing and hunting,"fishing, general",1.0
5019,085793491.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5020,066692745.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5021,043539632.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5022,095312011.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5023,071924520.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5024,093016520.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5025,052758797.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5026,025890427.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5027,005282669.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5028,072608485.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5029,012130300.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5030,030277513.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5031,053247091.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5032,056441659.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5033,060058320.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5034,016625533.jpg,fishing and hunting,"fishing from boat or canoe, sitting",1.0
5035,037973740.jpg,running,running,1.0
5036,061719423.jpg,running,running,1.0
5037,096981886.jpg,running,running,1.0
5038,072763114.jpg,running,running,1.0
5039,092260376.jpg,running,running,1.0
5040,076221206.jpg,running,"running, marathon",1.0
5041,059171697.jpg,running,"running, marathon",1.0
5042,019202337.jpg,running,"running, marathon",1.0
5043,066668565.jpg,running,"running, marathon",1.0
5044,062337957.jpg,running,"running, marathon",1.0
5045,060246917.jpg,running,"running, marathon",1.0
5046,048978587.jpg,running,running,1.0
5047,052865660.jpg,running,running,1.0
5048,033444253.jpg,running,running,1.0
5049,051931269.jpg,running,jogging,1.0
5050,019755591.jpg,running,jogging,1.0
5051,080517440.jpg,running,running,1.0
5052,018577695.jpg,,,0.0
5053,008496629.jpg,,,0.0
5054,043624603.jpg,,,0.0
5055,065830744.jpg,,,0.0
5056,043771682.jpg,,,0.0
5057,027675413.jpg,,,0.0
5058,055817118.jpg,running,running,1.0
5059,034700234.jpg,running,"running, stairs, up",1.0
5060,093286769.jpg,running,running,1.0
5061,092264514.jpg,running,jogging,1.0
5062,050237182.jpg,running,jogging,1.0
5063,032788399.jpg,running,jogging,1.0
5064,073713241.jpg,,,0.0
5065,003671294.jpg,,,0.0
5066,047476901.jpg,,,0.0
5067,033632339.jpg,,,0.0
5068,092053589.jpg,,,0.0
5069,001200303.jpg,running,running,1.0
5070,055281488.jpg,running,running,1.0
5071,074066358.jpg,running,running,1.0
5072,048501799.jpg,running,running,1.0
5073,008540303.jpg,running,running,1.0
5074,097246139.jpg,running,running,1.0
5075,051801043.jpg,running,running,1.0
5076,061418624.jpg,running,running,1.0
5077,023660978.jpg,running,running,1.0
5078,048349809.jpg,running,running,1.0
5079,042914949.jpg,running,running,1.0
5080,007489584.jpg,running,running,1.0
5081,010616035.jpg,running,running,1.0
5082,083747252.jpg,running,running,1.0
5083,023981995.jpg,,,0.0
5084,019495827.jpg,,,0.0
5085,050491145.jpg,home activities,"vacuuming, general, moderate effort",1.0
5086,076874713.jpg,home activities,"vacuuming, general, moderate effort",1.0
5087,006194652.jpg,home activities,"vacuuming, general, moderate effort",1.0
5088,057680792.jpg,home activities,"vacuuming, general, moderate effort",1.0
5089,011921044.jpg,home activities,"vacuuming, general, moderate effort",1.0
5090,003646105.jpg,home activities,"vacuuming, general, moderate effort",1.0
5091,005274395.jpg,,,0.0
5092,083416411.jpg,,,0.0
5093,011797248.jpg,,,0.0
5094,004515136.jpg,,,0.0
5095,043789989.jpg,,,0.0
5096,084399347.jpg,,,0.0
5097,026240838.jpg,,,0.0
5098,042171262.jpg,,,0.0
5099,003992253.jpg,,,0.0
5100,044907851.jpg,home activities,"vacuuming, general, moderate effort",1.0
5101,057761308.jpg,home activities,"vacuuming, general, moderate effort",1.0
5102,057090705.jpg,home activities,"vacuuming, general, moderate effort",1.0
5103,033242669.jpg,home activities,"vacuuming, general, moderate effort",1.0
5104,031553318.jpg,home activities,"vacuuming, general, moderate effort",1.0
5105,010662362.jpg,home activities,"vacuuming, general, moderate effort",1.0
5106,036679832.jpg,home activities,"vacuuming, general, moderate effort",1.0
5107,009949467.jpg,home activities,"vacuuming, general, moderate effort",1.0
5108,076659594.jpg,home activities,"vacuuming, general, moderate effort",1.0
5109,096627430.jpg,home activities,"vacuuming, general, moderate effort",1.0
5110,097007446.jpg,home activities,"vacuuming, general, moderate effort",1.0
5111,086507110.jpg,home activities,"vacuuming, general, moderate effort",1.0
5112,060079215.jpg,home activities,"vacuuming, general, moderate effort",1.0
5113,070086570.jpg,home activities,"vacuuming, general, moderate effort",1.0
5114,028520580.jpg,home activities,"vacuuming, general, moderate effort",1.0
5115,063077042.jpg,home activities,"vacuuming, general, moderate effort",1.0
5116,045564955.jpg,home activities,"vacuuming, general, moderate effort",1.0
5117,048201734.jpg,home activities,"vacuuming, general, moderate effort",1.0
5118,075777656.jpg,home activities,"vacuuming, general, moderate effort",1.0
5119,028191836.jpg,home activities,"vacuuming, general, moderate effort",1.0
5120,031803961.jpg,home activities,"vacuuming, general, moderate effort",1.0
5121,092464179.jpg,home activities,"vacuuming, general, moderate effort",1.0
5122,005622429.jpg,home activities,"vacuuming, general, moderate effort",1.0
5123,048563430.jpg,home activities,"vacuuming, general, moderate effort",1.0
5124,091280080.jpg,home activities,"vacuuming, general, moderate effort",1.0
5125,061036301.jpg,home activities,"vacuuming, general, moderate effort",1.0
5126,054640707.jpg,home activities,"vacuuming, general, moderate effort",1.0
5127,024974418.jpg,home activities,"vacuuming, general, moderate effort",1.0
5128,034327549.jpg,home activities,"vacuuming, general, moderate effort",1.0
5129,085204842.jpg,home activities,"vacuuming, general, moderate effort",1.0
5130,055921813.jpg,home activities,"vacuuming, general, moderate effort",1.0
5131,051474219.jpg,,,0.0
5132,009957971.jpg,,,0.0
5133,001602816.jpg,,,0.0
5134,096368519.jpg,home activities,"vacuuming, general, moderate effort",1.0
5135,037698617.jpg,home activities,"vacuuming, general, moderate effort",1.0
5136,060321306.jpg,home activities,"vacuuming, general, moderate effort",1.0
5137,007971507.jpg,home activities,"vacuuming, general, moderate effort",1.0
5138,068311429.jpg,home activities,"vacuuming, general, moderate effort",1.0
5139,093256671.jpg,,,0.0
5140,057566525.jpg,,,0.0
5141,012611532.jpg,,,0.0
5142,058172153.jpg,,,0.0
5143,076634721.jpg,,,0.0
5144,040641654.jpg,,,0.0
5145,087983775.jpg,fishing and hunting,"hunting, general",1.0
5146,064868295.jpg,fishing and hunting,"hunting, general",1.0
5147,089924892.jpg,,,0.0
5148,062350531.jpg,,,0.0
5149,013128797.jpg,fishing and hunting,"hunting, general",1.0
5150,030969171.jpg,fishing and hunting,"hunting, general",1.0
5151,020179495.jpg,fishing and hunting,"hunting, general",1.0
5152,090882650.jpg,fishing and hunting,"hunting, general",1.0
5153,076040007.jpg,,,0.0
5154,067639837.jpg,,,0.0
5155,030096632.jpg,,,0.0
5156,018404477.jpg,,,0.0
5157,075645109.jpg,fishing and hunting,"hunting, general",1.0
5158,047415795.jpg,fishing and hunting,"hunting, general",1.0
5159,022578955.jpg,fishing and hunting,"hunting, general",1.0
5160,061662198.jpg,fishing and hunting,"hunting, general",1.0
5161,004033385.jpg,fishing and hunting,"hunting, general",1.0
5162,032617025.jpg,miscellaneous,"standing, miscellaneous",1.0
5163,046855699.jpg,inactivity quiet/light,"standing quietly, standing in a line",1.0
5164,014795833.jpg,inactivity quiet/light,"standing quietly, standing in a line",1.0
5165,098465448.jpg,inactivity quiet/light,"standing quietly, standing in a line",1.0
5166,020909736.jpg,inactivity quiet/light,"standing quietly, standing in a line",1.0
5167,013035313.jpg,inactivity quiet/light,"standing quietly, standing in a line",1.0
5168,020353487.jpg,inactivity quiet/light,"standing quietly, standing in a line",1.0
5169,076906113.jpg,volunteer activities,"walkrun play with children, moderate, only active periods",1.0
5170,042550566.jpg,inactivity quiet/light,"standing quietly, standing in a line",1.0
5171,056541594.jpg,volunteer activities,"walkrun play with children, moderate, only active periods",1.0
5172,002100916.jpg,volunteer activities,"walkrun play with children, moderate, only active periods",1.0
5173,003443131.jpg,volunteer activities,"walkrun play with children, moderate, only active periods",1.0
5174,044582555.jpg,volunteer activities,"walkrun play with children, moderate, only active periods",1.0
5175,081665524.jpg,volunteer activities,"walkrun play with children, moderate, only active periods",1.0
5176,088523888.jpg,inactivity quiet/light,"standing quietly, standing in a line",1.0
5177,008670657.jpg,inactivity quiet/light,"standing quietly, standing in a line",1.0
5178,053836310.jpg,volunteer activities,"walkrun play with children, moderate, only active periods",1.0
5179,091322969.jpg,volunteer activities,"walkrun play with children, moderate, only active periods",1.0
5180,038797275.jpg,walking,"pushing or pulling stroller with child or walking with children, 2.5 to 3.1 mph",1.0
5181,082956583.jpg,volunteer activities,"walkrun play with children, moderate, only active periods",1.0
5182,013369565.jpg,volunteer activities,"walkrun play with children, moderate, only active periods",1.0
5183,093539449.jpg,inactivity quiet/light,"lying quietly, sleeping",1.0
5184,075142332.jpg,miscellaneous,"standing, talking in person",1.0
5185,094133439.jpg,miscellaneous,"standing, talking in person",1.0
5186,067661723.jpg,miscellaneous,"standing, miscellaneous",1.0
5187,036340393.jpg,miscellaneous,"standing, talking in person",1.0
5188,093818117.jpg,miscellaneous,"standing, talking in person",1.0
5189,027556678.jpg,inactivity quiet/light,"standing quietly, standing in a line",1.0
5190,033217252.jpg,occupation,"standing, doing work",1.0
5191,070080842.jpg,occupation,"standing, doing work",1.0
5192,076531630.jpg,occupation,"standing, doing work",1.0
5193,092940348.jpg,occupation,"standing, doing work",1.0
5194,020480241.jpg,occupation,"standing, doing work",1.0
5195,079799804.jpg,occupation,"standing, doing work",1.0
5196,073854605.jpg,,,0.0
5197,006379456.jpg,,,0.0
5198,038722314.jpg,,,0.0
5199,028276546.jpg,,,0.0
5200,030449042.jpg,,,0.0
5201,098294688.jpg,,,0.0
5202,064277741.jpg,,,0.0
5203,071767616.jpg,inactivity quiet/light,"standing quietly, standing in a line",1.0
5204,097661764.jpg,miscellaneous,"standing, talking in person",1.0
5205,037720178.jpg,miscellaneous,"standing, talking in person",1.0
5206,080184017.jpg,home activities,child care,1.0
5207,043453096.jpg,inactivity quiet/light,"standing quietly, standing in a line",1.0
5208,086953367.jpg,miscellaneous,"standing, miscellaneous",1.0
5209,018065754.jpg,walking,hiking,1.0
5210,094768618.jpg,miscellaneous,"standing, miscellaneous",1.0
5211,021877171.jpg,occupation,"standing, doing work",1.0
5212,032622051.jpg,occupation,"standing, doing work",1.0
5213,075619223.jpg,occupation,"standing, doing work",1.0
5214,039375514.jpg,occupation,"standing, doing work",1.0
5215,060821138.jpg,occupation,"standing, doing work",1.0
5216,044457350.jpg,occupation,"standing, doing work",1.0
5217,074236994.jpg,home activities,playing with children,1.0
5218,022833125.jpg,miscellaneous,"standing, talking in person",1.0
5219,005845799.jpg,home activities,playing with children,1.0
5220,029992940.jpg,home activities,playing with children,1.0
5221,047430866.jpg,home activities,playing with children,1.0
5222,016802005.jpg,home activities,playing with children,1.0
5223,035479729.jpg,home activities,playing with children,1.0
5224,039998302.jpg,home activities,playing with children,1.0
5225,005739184.jpg,home activities,playing with children,1.0
5226,058330725.jpg,home activities,playing with children,1.0
5227,088434343.jpg,water activities,surfing,1.0
5228,015174291.jpg,water activities,surfing,1.0
5229,059780801.jpg,water activities,surfing,1.0
5230,066473920.jpg,water activities,surfing,1.0
5231,041933468.jpg,water activities,surfing,1.0
5232,070109759.jpg,miscellaneous,reading,1.0
5233,041073154.jpg,miscellaneous,"standing, miscellaneous",1.0
5234,050463729.jpg,miscellaneous,"standing, miscellaneous",1.0
5235,000735304.jpg,inactivity quiet/light,"standing quietly, standing in a line",1.0
5236,069172011.jpg,,,0.0
5237,066134268.jpg,,,0.0
5238,003840088.jpg,,,0.0
5239,036825011.jpg,,,0.0
5240,097903184.jpg,,,0.0
5241,042073656.jpg,home activities,scrubbing floors,1.0
5242,050194541.jpg,home activities,scrubbing floors,1.0
5243,090993016.jpg,home activities,scrubbing floors,1.0
5244,071726188.jpg,home activities,scrubbing floors,1.0
5245,058207013.jpg,home activities,scrubbing floors,1.0
5246,079780468.jpg,home activities,scrubbing floors,1.0
5247,086436627.jpg,home activities,scrubbing floors,1.0
5248,045688807.jpg,home activities,scrubbing floors,1.0
5249,047510836.jpg,home activities,"mopping, standing, light effort",1.0
5250,038605094.jpg,home activities,"mopping, standing, light effort",1.0
5251,096670614.jpg,home activities,"mopping, standing, light effort",1.0
5252,069716625.jpg,home activities,"cleaning, general",1.0
5253,008322307.jpg,home activities,"cleaning, general",1.0
5254,086295962.jpg,home activities,"cleaning, general",1.0
5255,048055994.jpg,home activities,"cleaning, general",1.0
5256,006875391.jpg,home activities,"cleaning, general",1.0
5257,054971726.jpg,home activities,"cleaning, general",1.0
5258,041716428.jpg,home activities,"cleaning, general",1.0
5259,087774940.jpg,home activities,"cleaning, general",1.0
5260,020399460.jpg,home activities,"cleaning, general",1.0
5261,082646461.jpg,home activities,"cleaning, general",1.0
5262,055768869.jpg,home activities,"cleaning, general",1.0
5263,005461030.jpg,home activities,"cleaning, general",1.0
5264,097184530.jpg,occupation,"standing, doing work",1.0
5265,051261524.jpg,occupation,"standing, doing work",1.0
5266,029087685.jpg,occupation,"standing, doing work",1.0
5267,046940684.jpg,occupation,"standing, doing work",1.0
5268,085785778.jpg,occupation,"standing, doing work",1.0
5269,030490312.jpg,occupation,"standing, doing work",1.0
5270,019267640.jpg,occupation,"standing, doing work",1.0
5271,012907125.jpg,occupation,"standing, doing work",1.0
5272,029785940.jpg,occupation,"standing, doing work",1.0
5273,078004809.jpg,occupation,"standing, doing work",1.0
5274,047162637.jpg,occupation,"standing, doing work",1.0
5275,022748160.jpg,occupation,"standing, doing work",1.0
5276,016618500.jpg,occupation,"standing, doing work",1.0
5277,033272948.jpg,,,0.0
5278,093992437.jpg,,,0.0
5279,034302671.jpg,,,0.0
5280,098812408.jpg,,,0.0
5281,048523046.jpg,,,0.0
5282,017916392.jpg,,,0.0
5283,089114009.jpg,,,0.0
5284,046035537.jpg,,,0.0
5285,070967134.jpg,,,0.0
5286,098371158.jpg,,,0.0
5287,005017535.jpg,,,0.0
5288,009669456.jpg,,,0.0
5289,072045674.jpg,,,0.0
5290,028182500.jpg,,,0.0
5291,018430140.jpg,,,0.0
5292,003936188.jpg,,,0.0
5293,002184671.jpg,,,0.0
5294,077448560.jpg,,,0.0
5295,013443343.jpg,,,0.0
5296,046772062.jpg,,,0.0
5297,060589682.jpg,,,0.0
5298,042835180.jpg,,,0.0
5299,002710665.jpg,,,0.0
5300,078350150.jpg,,,0.0
5301,001051322.jpg,,,0.0
5302,076188989.jpg,,,0.0
5303,089330449.jpg,,,0.0
5304,043283992.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5305,053554247.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5306,047698339.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5307,038920862.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5308,088742454.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5309,089393351.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5310,033581636.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5311,061506975.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5312,092690756.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5313,096205850.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5314,050895904.jpg,,,0.0
5315,045282481.jpg,,,0.0
5316,027869432.jpg,,,0.0
5317,095887187.jpg,,,0.0
5318,014281430.jpg,,,0.0
5319,057982958.jpg,,,0.0
5320,028255027.jpg,,,0.0
5321,027900829.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5322,040496859.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5323,099879294.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5324,005496631.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5325,057854182.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5326,008257216.jpg,,,0.0
5327,015452083.jpg,,,0.0
5328,043956294.jpg,,,0.0
5329,051046013.jpg,,,0.0
5330,025879241.jpg,,,0.0
5331,031645713.jpg,,,0.0
5332,008696702.jpg,,,0.0
5333,030321978.jpg,,,0.0
5334,096655844.jpg,,,0.0
5335,094470738.jpg,,,0.0
5336,033487829.jpg,,,0.0
5337,057085394.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5338,090959539.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5339,000618382.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5340,081068357.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5341,094836955.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5342,009132573.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5343,016144769.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5344,096074630.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5345,053754014.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5346,001419663.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5347,025763200.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5348,044994367.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5349,069290891.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5350,073316038.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5351,099542151.jpg,home activities,"putting away groceries (e.g. carrying groceries, shopping without a grocery cart), carrying packages",1.0
5352,028751120.jpg,home activities,"putting away groceries (e.g. carrying groceries, shopping without a grocery cart), carrying packages",1.0
5353,053822010.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5354,053332355.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5355,040564526.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5356,016916189.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5357,097745656.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5358,085331719.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5359,049833303.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5360,060324542.jpg,home activities,"moving furniture, household items, carrying boxes",1.0
5361,022726105.jpg,walking,"walking, general",1.0
5362,054378707.jpg,walking,"walking, general",1.0
5363,069497013.jpg,walking,"walking, general",1.0
5364,051516703.jpg,,,0.0
5365,099028517.jpg,,,0.0
5366,061134166.jpg,,,0.0
5367,037097371.jpg,,,0.0
5368,077215203.jpg,,,0.0
5369,017046251.jpg,,,0.0
5370,038451581.jpg,,,0.0
5371,034695895.jpg,,,0.0
5372,043180710.jpg,,,0.0
5373,078177983.jpg,,,0.0
5374,048417303.jpg,,,0.0
5375,079401445.jpg,,,0.0
5376,057648890.jpg,,,0.0
5377,034206943.jpg,,,0.0
5378,080997874.jpg,,,0.0
5379,023828967.jpg,,,0.0
5380,022438298.jpg,,,0.0
5381,050450292.jpg,,,0.0
5382,026084925.jpg,,,0.0
5383,000908703.jpg,,,0.0
5384,064829753.jpg,,,0.0
5385,051109382.jpg,walking,"walking, general",1.0
5386,044551781.jpg,walking,"walking, general",1.0
5387,096696851.jpg,walking,"walking, general",1.0
5388,057119918.jpg,walking,"walking, general",1.0
5389,086343158.jpg,conditioning exercise,"Elliptical trainer, moderate effort",1.0
5390,013945024.jpg,conditioning exercise,"Elliptical trainer, moderate effort",1.0
5391,056920646.jpg,conditioning exercise,"Elliptical trainer, moderate effort",1.0
5392,086797963.jpg,conditioning exercise,"Elliptical trainer, moderate effort",1.0
5393,058310576.jpg,conditioning exercise,"Elliptical trainer, moderate effort",1.0
5394,071801418.jpg,conditioning exercise,"Elliptical trainer, moderate effort",1.0
5395,037204357.jpg,conditioning exercise,"Elliptical trainer, moderate effort",1.0
5396,009244952.jpg,conditioning exercise,"Elliptical trainer, moderate effort",1.0
5397,045790030.jpg,conditioning exercise,"Elliptical trainer, moderate effort",1.0
5398,039447939.jpg,conditioning exercise,"Elliptical trainer, moderate effort",1.0
5399,086706018.jpg,,,0.0
5400,024399530.jpg,,,0.0
5401,096673423.jpg,,,0.0
5402,095813812.jpg,conditioning exercise,"Elliptical trainer, moderate effort",1.0
5403,024763164.jpg,conditioning exercise,"Elliptical trainer, moderate effort",1.0
5404,034805196.jpg,conditioning exercise,"Elliptical trainer, moderate effort",1.0
5405,089555574.jpg,conditioning exercise,"Elliptical trainer, moderate effort",1.0
5406,096662222.jpg,conditioning exercise,"Elliptical trainer, moderate effort",1.0
5407,044343910.jpg,conditioning exercise,"Elliptical trainer, moderate effort",1.0
5408,032099705.jpg,conditioning exercise,"Elliptical trainer, moderate effort",1.0
5409,052609401.jpg,,,0.0
5410,068776921.jpg,,,0.0
5411,027347452.jpg,,,0.0
5412,073647317.jpg,,,0.0
5413,005165736.jpg,,,0.0
5414,004929449.jpg,occupation,coal mining,1.0
5415,038628771.jpg,occupation,coal mining,1.0
5416,035347319.jpg,,,0.0
5417,031563322.jpg,,,0.0
5418,049101976.jpg,,,0.0
5419,032073358.jpg,,,0.0
5420,019225792.jpg,,,0.0
5421,030946955.jpg,inactivity quiet/light,"standing quietly, standing in a line",1.0
5422,097490427.jpg,home activities,"cleaning, general",1.0
5423,041111342.jpg,home activities,"cleaning, general",1.0
5424,044471278.jpg,home activities,"cleaning, general",1.0
5425,057654499.jpg,home activities,"cleaning, general",1.0
5426,098334077.jpg,home activities,"cleaning, general",1.0
5427,024160128.jpg,home activities,"cleaning, general",1.0
5428,068128211.jpg,home activities,"cleaning, general",1.0
5429,071598469.jpg,home activities,"cleaning, general",1.0
5430,060732442.jpg,home activities,"cleaning, general",1.0
5431,008857834.jpg,home activities,"cleaning, general",1.0
5432,067687228.jpg,home activities,"cleaning, general",1.0
5433,006409471.jpg,home activities,"cleaning, general",1.0
5434,059614265.jpg,,,0.0
5435,073958118.jpg,,,0.0
5436,021096989.jpg,,,0.0
5437,084162201.jpg,,,0.0
5438,003035381.jpg,,,0.0
5439,084381286.jpg,,,0.0
5440,046032905.jpg,,,0.0
5441,021758794.jpg,home activities,"cleaning, general",1.0
5442,013377814.jpg,occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",1.0
5443,095330717.jpg,occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",1.0
5444,007266559.jpg,occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",1.0
5445,019909342.jpg,occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",1.0
5446,034782235.jpg,occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",1.0
5447,062023485.jpg,occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",1.0
5448,054480109.jpg,occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",1.0
5449,012564349.jpg,occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",1.0
5450,028972798.jpg,occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",1.0
5451,023875177.jpg,occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",1.0
5452,021354285.jpg,occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",1.0
5453,041114434.jpg,occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",1.0
5454,070403145.jpg,occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",1.0
5455,021745293.jpg,occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",1.0
5456,036667888.jpg,occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",1.0
5457,039091743.jpg,occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",1.0
5458,097645653.jpg,home activities,"vacuuming, general, moderate effort",1.0
5459,095466636.jpg,home activities,"cleaning, general",1.0
5460,080013758.jpg,home activities,"cleaning, general",1.0
5461,024165892.jpg,home activities,"cleaning, general",1.0
5462,006803731.jpg,home activities,"cleaning, general",1.0
5463,031690414.jpg,home activities,"cleaning, general",1.0
5464,026679455.jpg,home activities,"cleaning, general",1.0
5465,050592580.jpg,home activities,"cleaning, general",1.0
5466,077772791.jpg,home activities,"cleaning, general",1.0
5467,085832294.jpg,home activities,"cleaning, general",1.0
5468,084486409.jpg,home activities,"cleaning, general",1.0
5469,035967556.jpg,home activities,"cleaning, general",1.0
5470,068723434.jpg,home activities,"cleaning, sweeping floor or carpet",1.0
5471,031283420.jpg,home activities,"cleaning, sweeping floor or carpet",1.0
5472,006090554.jpg,home activities,"cleaning, sweeping floor or carpet",1.0
5473,070156527.jpg,home activities,"cleaning, general",1.0
5474,000982755.jpg,,,0.0
5475,040918259.jpg,,,0.0
5476,032937927.jpg,,,0.0
5477,069337754.jpg,home activities,"cleaning, general",1.0
5478,076624547.jpg,home activities,"cleaning, general",1.0
5479,030409464.jpg,home activities,"cleaning, general",1.0
5480,081162701.jpg,home activities,"cleaning, general",1.0
5481,029391676.jpg,home activities,"cleaning, general",1.0
5482,044632636.jpg,home activities,"cleaning, general",1.0
5483,072701853.jpg,home activities,"cleaning, general",1.0
5484,069292023.jpg,occupation,"orange grove work, picking fruit",1.0
5485,098736847.jpg,occupation,"orange grove work, picking fruit",1.0
5486,022516102.jpg,occupation,"orange grove work, picking fruit",1.0
5487,066231791.jpg,occupation,"orange grove work, picking fruit",1.0
5488,060968191.jpg,occupation,"orange grove work, picking fruit",1.0
5489,091509845.jpg,occupation,"orange grove work, picking fruit",1.0
5490,015636214.jpg,occupation,"orange grove work, picking fruit",1.0
5491,075179816.jpg,occupation,"orange grove work, picking fruit",1.0
5492,056826862.jpg,occupation,"orange grove work, picking fruit",1.0
5493,027466587.jpg,occupation,"orange grove work, picking fruit",1.0
5494,047443491.jpg,occupation,"orange grove work, picking fruit",1.0
5495,033377660.jpg,occupation,"orange grove work, picking fruit",1.0
5496,057931340.jpg,occupation,"orange grove work, picking fruit",1.0
5497,088900061.jpg,occupation,"orange grove work, picking fruit",1.0
5498,056930498.jpg,occupation,"orange grove work, picking fruit",1.0
5499,063172242.jpg,occupation,"orange grove work, picking fruit",1.0
5500,051874785.jpg,occupation,"orange grove work, picking fruit",1.0
5501,005116551.jpg,occupation,"orange grove work, picking fruit",1.0
